master_name,master_file_path,created_by_proc_name,created_by_proc_path,used_in_proc_name,used_in_proc_path
CSHIFT_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\cshift_dm.mas,,,,
CSYSTEM_PARAMETERS,output\EDA\EDASERVE\ops_analytics\data\master\airport\csystem_parameters.mas,,,,
CSYSTEM_STATUS,output\EDA\EDASERVE\ops_analytics\data\master\airport\csystem_status.mas,,,,
CS_AIRPORT,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_airport.mas,,,,
CS_APPLICATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_application.mas,,,,
CS_APP_VERSION_VW,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_app_version_vw.mas,,,,
CS_AVAILABILITY_TYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_availability_type.mas,,,,
CS_BASICCOST,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_basiccost.mas,,,,
CS_CELLSTYLE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_cellstyle.mas,,,,
CS_CONFIG,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_config.mas,,,,
CS_CONFIG_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_config_dm.mas,,,,
CS_COSTINGSTD,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_costingstd.mas,,,,
CS_DB_SYSTEM_TIME,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_db_system_time.mas,,,,
CS_ERROR_LOG,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_error_log.mas,,,,
CS_HOLIDAY,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_holiday.mas,,,,
CS_INPUT_PACKET_DATA,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_input_packet_data.mas,,,,
CS_INPUT_QUEUE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_input_queue.mas,,,,
CS_INSTALLATION_JOURNAL,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_installation_journal.mas,,,,
CS_JOB,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_job.mas,,,,
CS_JOB_WORKGROUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_job_workgroup.mas,,,,
CS_LICENSE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_license.mas,,,,
CS_LOCATIONAVAILABILITY,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_locationavailability.mas,,,,
CS_LOCATION_QUALITPL,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_location_qualitpl.mas,,,,
CS_LOCATION_TASKCODE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_location_taskcode.mas,,,,
CS_LOGIN_TRACE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_login_trace.mas,,,,
CS_OPERATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_operation.mas,,,,
CS_OUTPUT_PACKET_DATA,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_output_packet_data.mas,,,,
CS_OUTPUT_QUEUE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_output_queue.mas,,,,
CS_PASSWORD_HISTORY,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_password_history.mas,,,,
CS_PATTERN,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_pattern.mas,,,,
CS_PREMIUMCOST,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_premiumcost.mas,,,,
CS_PROFICIENCY,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_proficiency.mas,,,,
CS_QUALIFICATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_qualification.mas,,,,
CS_RESOURCEAVAILABILITY,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_resourceavailability.mas,,,,
CS_ROSTER,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_roster.mas,,,,
CS_RULE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_rule.mas,,,,
CS_RULESET,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_ruleset.mas,,,,
CS_SHIFTCATEGORY,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_shiftcategory.mas,,,,
CS_SHIFTCODE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_shiftcode.mas,,,,
CS_STACK_ID,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_stack_id.mas,,,,
CS_STACK_ID_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_stack_id_dm.mas,,,,
CS_STACK_TIMEZONE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_stack_timezone.mas,,,,
CS_STACK_WORKGROUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_stack_workgroup.mas,,,,
CS_STACK_WORKGROUP_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_stack_workgroup_dm.mas,,,,
CS_TASKCODE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_taskcode.mas,,,,
CS_TASKCODEAVAILABILITY,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_taskcodeavailability.mas,,,,
CS_TASKCODEQUALIFICATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_taskcodequalification.mas,,,,
CS_TASKDETAIL,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_taskdetail.mas,,,,
CS_TASKQUALI,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_taskquali.mas,,,,
CS_TIMEZONE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_timezone.mas,,,,
CS_TRANSACTION_ADAPTER,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_transaction_adapter.mas,,,,
CS_TRANSACTION_DETAILS,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_transaction_details.mas,,,,
CS_TRANSACTION_LOG,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_transaction_log.mas,,,,
CS_TRANSACTION_LOG_,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_transaction_log_.mas,,,,
CS_USER,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_user.mas,,,,
CS_USERSYSTEMCONFIG,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_usersystemconfig.mas,,,,
CS_USERSYSTEMCONFIG_,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_usersystemconfig_.mas,,,,
CS_USER_,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_user_.mas,,,,
CS_USER_STACK,output\EDA\EDASERVE\ops_analytics\data\master\airport\cs_user_stack.mas,,,,
CTASK,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask.mas,,,,
CTASKOWNER_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctaskowner_dm.mas,,,,
CTASKPOOL,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctaskpool.mas,,,,
CTASK_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask_dm.mas,,,,
CTASK_LINKAGE_CONSTRAINT,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask_linkage_constraint.mas,,,,
CTASK_RULE,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask_rule.mas,,,,
CTASK_RULE_GROUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask_rule_group.mas,,,,
CTASK_RULE_SET,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask_rule_set.mas,,,,
CTASK_TYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask_type.mas,,,,
CTASK_VIEW_CONFIGURATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask_view_configuration.mas,,,,
CTASK_VIEW_FILTER,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctask_view_filter.mas,,,,
CTOOLTIP_DEFINITION,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctooltip_definition.mas,,,,
CTYINFO,output\EDA\EDASERVE\ops_analytics\data\master\airport\ctyinfo.mas,,,,
CUSER_PROFILE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cuser_profile.mas,,,,
CWALK_EDGE,output\EDA\EDASERVE\ops_analytics\data\master\airport\cwalk_edge.mas,,,,
CWGCROSSUTILIZATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\cwgcrossutilization.mas,,,,
CWORKGROUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\cworkgroup.mas,,,,
CWORKGROUP_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\cworkgroup_dm.mas,,,,
CZONE,output\EDA\EDASERVE\ops_analytics\data\master\airport\czone.mas,,,,
CZONECROSSUTILIZATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\czonecrossutilization.mas,,,,
CZONES_LOCATIONS,output\EDA\EDASERVE\ops_analytics\data\master\airport\czones_locations.mas,,,,
CZONE_LOCATIONS_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\czone_locations_dm.mas,,,,
DAILYBRLASSGN,output\EDA\EDASERVE\ops_analytics\data\master\airport\dailybrlassgn.mas,,,,
DATA_SNAPSHOT,output\EDA\EDASERVE\ops_analytics\data\master\airport\data_snapshot.mas,,,,
DATE_DIM_COPY,output\EDA\EDASERVE\ops_analytics\data\master\airport\date_dim_copy.mas,,,,
DEFAULTVOLUMES,output\EDA\EDASERVE\ops_analytics\data\master\airport\defaultvolumes.mas,,,,
DEFSCATTHRSHDIST,output\EDA\EDASERVE\ops_analytics\data\master\airport\defscatthrshdist.mas,,,,
DEFTHRESHDIST,output\EDA\EDASERVE\ops_analytics\data\master\airport\defthreshdist.mas,,,,
DEMAND,output\EDA\EDASERVE\ops_analytics\data\master\airport\demand.mas,,,,
DEPARTMENT,output\EDA\EDASERVE\ops_analytics\data\master\airport\department.mas,,,,
DEPARTMENT_SNAP,output\EDA\EDASERVE\ops_analytics\data\master\airport\department_snap.mas,,,,
DM_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\airport\dm_control.mas,,,,
DM_STATUS,output\EDA\EDASERVE\ops_analytics\data\master\airport\dm_status.mas,,,,
DOCTEMPLATE,output\EDA\EDASERVE\ops_analytics\data\master\airport\doctemplate.mas,,,,
DOCUMENT,output\EDA\EDASERVE\ops_analytics\data\master\airport\document.mas,,,,
DOCUMENTEMPLOYEE,output\EDA\EDASERVE\ops_analytics\data\master\airport\documentemployee.mas,,,,
DOCUMENTWORKGROUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\documentworkgroup.mas,,,,
DOCUMENT_,output\EDA\EDASERVE\ops_analytics\data\master\airport\document_.mas,,,,
DOCUMENT_ATTACHMENT,output\EDA\EDASERVE\ops_analytics\data\master\airport\document_attachment.mas,,,,
DPP_F_RECORD_H_CC_VW,output\EDA\EDASERVE\ops_analytics\data\master\airport\dpp_f_record_h_cc_vw.mas,,,,
dpp_lookup,output\EDA\EDASERVE\ops_analytics\data\master\airport\dpp_lookup.mas,,,,
EAOVERTIMETYPE_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\eaovertimetype_temp.mas,,,,
EATEMPLATE,output\EDA\EDASERVE\ops_analytics\data\master\airport\eatemplate.mas,,,,
EBSRLIST1,output\EDA\EDASERVE\ops_analytics\data\master\airport\ebsrlist1.mas,,,,
EB_COMPLIANCE,output\EDA\EDASERVE\ops_analytics\data\master\airport\eb_compliance.mas,,,,
EDW_PNR_EXCESS_BAGS,output\EDA\EDASERVE\ops_analytics\data\master\airport\edw_pnr_excess_bags.mas,,,,
EMPADDRESS_CONTACT_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\empaddress_contact_dm.mas,,,,
EMPAGREEMENT,output\EDA\EDASERVE\ops_analytics\data\master\airport\empagreement.mas,,,,
EMPAGREEMENTOVERTIMETYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\empagreementovertimetype.mas,,,,
EMPAGREEMENT_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\empagreement_dm.mas,,,,
EMPAGREEMENT_T,output\EDA\EDASERVE\ops_analytics\data\master\airport\empagreement_t.mas,,,,
EMPAGREEMENT_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\empagreement_temp.mas,,,,
EMPALERTS,output\EDA\EDASERVE\ops_analytics\data\master\airport\empalerts.mas,,,,
EMPBRLBIDASSIGNMENT,output\EDA\EDASERVE\ops_analytics\data\master\airport\empbrlbidassignment.mas,,,,
EMPBRLBIDPREF,output\EDA\EDASERVE\ops_analytics\data\master\airport\empbrlbidpref.mas,,,,
EMPDOCUMENT,output\EDA\EDASERVE\ops_analytics\data\master\airport\empdocument.mas,,,,
EMPLOYEE,output\EDA\EDASERVE\ops_analytics\data\master\airport\employee.mas,,,,
EMPLOYEELIST,output\EDA\EDASERVE\ops_analytics\data\master\airport\employeelist.mas,,,,
EMPLOYEELOG,output\EDA\EDASERVE\ops_analytics\data\master\airport\employeelog.mas,,,,
EMPLOYEE_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\employee_dm.mas,,,,
EMPLOYEE_ID,output\EDA\EDASERVE\ops_analytics\data\master\airport\employee_id.mas,,,,
EMPLOYEE_ID_SNAPSHOT,output\EDA\EDASERVE\ops_analytics\data\master\airport\employee_id_snapshot.mas,,,,
EMPLOYEE_QUAL_SNAP,output\EDA\EDASERVE\ops_analytics\data\master\airport\employee_qual_snap.mas,,,,
EMPMAIL,output\EDA\EDASERVE\ops_analytics\data\master\airport\empmail.mas,,,,
EMPPAYGRADE,output\EDA\EDASERVE\ops_analytics\data\master\airport\emppaygrade.mas,,,,
EMPQUALI,output\EDA\EDASERVE\ops_analytics\data\master\airport\empquali.mas,,,,
EMPQUALIEMPTRAINING,output\EDA\EDASERVE\ops_analytics\data\master\airport\empqualiemptraining.mas,,,,
EMPQUALISUSPENSION,output\EDA\EDASERVE\ops_analytics\data\master\airport\empqualisuspension.mas,,,,
EMPQUALI_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\empquali_dm.mas,,,,
EMPQUALI_T,output\EDA\EDASERVE\ops_analytics\data\master\airport\empquali_t.mas,,,,
EMPQUALI_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\empquali_temp.mas,,,,
EMPROSTERBIDWINDOW,output\EDA\EDASERVE\ops_analytics\data\master\airport\emprosterbidwindow.mas,,,,
EMPROST_ASSGN_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\emprost_assgn_temp.mas,,,,
EMPSHIFTPREF,output\EDA\EDASERVE\ops_analytics\data\master\airport\empshiftpref.mas,,,,
EMPSHIFTPREF_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\empshiftpref_temp.mas,,,,
EMPTRAINING,output\EDA\EDASERVE\ops_analytics\data\master\airport\emptraining.mas,,,,
EMPTRAINING_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\emptraining_temp.mas,,,,
EMPTYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\emptype.mas,,,,
EMPVACPREF,output\EDA\EDASERVE\ops_analytics\data\master\airport\empvacpref.mas,,,,
EMPVCPREF_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\empvcpref_temp.mas,,,,
EMPVGTEMPLATE,output\EDA\EDASERVE\ops_analytics\data\master\airport\empvgtemplate.mas,,,,
EMPVGTEMPLATE_DM,output\EDA\EDASERVE\ops_analytics\data\master\airport\empvgtemplate_dm.mas,,,,
EMPVGTEMPLATE_SNAP,output\EDA\EDASERVE\ops_analytics\data\master\airport\empvgtemplate_snap.mas,,,,
EMPVG_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\empvg_temp.mas,,,,
EMP_ANOMALY_REQUEST,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_anomaly_request.mas,,,,
EMP_ANOMALY_REQUEST_SELSWAP,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_anomaly_request_selswap.mas,,,,
EMP_ANOMALY_REQUEST_SWAP,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_anomaly_request_swap.mas,,,,
EMP_ANOMALY_REQUEST_TRADE,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_anomaly_request_trade.mas,,,,
EMP_ANOMALY_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_anomaly_temp.mas,,,,
EMP_ATTENDANCE_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_attendance_temp.mas,,,,
EMP_DOCUMENT_INFO,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_document_info.mas,,,,
EMP_SCHEDULE_OUTPUT_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_schedule_output_temp.mas,,,,
EMP_SCHEDULE_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\emp_schedule_temp.mas,,,,
EQUIPMENTTYPES,output\EDA\EDASERVE\ops_analytics\data\master\airport\equipmenttypes.mas,,,,
ESHIFTPOOL,output\EDA\EDASERVE\ops_analytics\data\master\airport\eshiftpool.mas,,,,
ESS_CONSTRAINT,output\EDA\EDASERVE\ops_analytics\data\master\airport\ess_constraint.mas,,,,
ESS_CONSTRAINT_ANOMALYTYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\ess_constraint_anomalytype.mas,,,,
ESS_CUSTOM_LABEL,output\EDA\EDASERVE\ops_analytics\data\master\airport\ess_custom_label.mas,,,,
ESS_SETTING,output\EDA\EDASERVE\ops_analytics\data\master\airport\ess_setting.mas,,,,
ESS_SETTING_ACCTYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\ess_setting_acctype.mas,,,,
ESS_SETTING_ANOMTYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\ess_setting_anomtype.mas,,,,
ESS_SETTING_SCTYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\ess_setting_sctype.mas,,,,
ESS_VACATION_AVAILABILITY,output\EDA\EDASERVE\ops_analytics\data\master\airport\ess_vacation_availability.mas,,,,
ETA_DB_SYSTEM_TIME,output\EDA\EDASERVE\ops_analytics\data\master\airport\eta_db_system_time.mas,,,,
EVENT,output\EDA\EDASERVE\ops_analytics\data\master\airport\event.mas,,,,
EVENTTYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\eventtype.mas,,,,
EVENT_TEMP,output\EDA\EDASERVE\ops_analytics\data\master\airport\event_temp.mas,,,,
EXCESS_REV_ACCOUNT_NAME_LKUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\excess_rev_account_name_lkup.mas,,,,
EXCESS_REV_BUDGET,output\EDA\EDASERVE\ops_analytics\data\master\airport\excess_rev_budget.mas,,,,
EXCESS_REV_STN_LEVEL,output\EDA\EDASERVE\ops_analytics\data\master\airport\excess_rev_stn_level.mas,,,,
EXPLORER,output\EDA\EDASERVE\ops_analytics\data\master\airport\explorer.mas,,,,
FAILUREDETAIL,output\EDA\EDASERVE\ops_analytics\data\master\airport\failuredetail.mas,,,,
FAILUREEMPDETAIL,output\EDA\EDASERVE\ops_analytics\data\master\airport\failureempdetail.mas,,,,
FILTER,output\EDA\EDASERVE\ops_analytics\data\master\airport\filter.mas,,,,
FILTERSESSION,output\EDA\EDASERVE\ops_analytics\data\master\airport\filtersession.mas,,,,
FLEXIBLE_BAGGAGE_SNAP,output\EDA\EDASERVE\ops_analytics\data\master\airport\flexible_baggage_snap.mas,,,,
FLIGHTSTATS_AIRPORTS_STG,output\EDA\EDASERVE\ops_analytics\data\master\airport\flightstats_airports_stg.mas,,,,
FORWARD,output\EDA\EDASERVE\ops_analytics\data\master\airport\forward.mas,,,,
FORWARD_TAG,output\EDA\EDASERVE\ops_analytics\data\master\airport\forward_tag.mas,,,,
GH_FORCED_CARRIER,output\EDA\EDASERVE\ops_analytics\data\master\airport\gh_forced_carrier.mas,,,,
GH_RATES_LOOKUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\gh_rates_lookup.mas,,,,
GH_RATES_LOOKUP_TD,output\EDA\EDASERVE\ops_analytics\data\master\airport\gh_rates_lookup_td.mas,,,,
GROOMING_GENERATE_ISSUE_V,output\EDA\EDASERVE\ops_analytics\data\master\airport\grooming_generate_issue_v.mas,,,,
IATA_CITY_COUNTRY_INFO,output\EDA\EDASERVE\ops_analytics\data\master\airport\iata_city_country_info.mas,,,,
LOCATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\location.mas,,,,
LOOKUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\lookup.mas,,,,
MSS_BAGGAGE_DELV,output\EDA\EDASERVE\ops_analytics\data\master\airport\mss_baggage_delv.mas,,,,
ORA_JDBC_CBO_CLAIM_FORWARD,output\EDA\EDASERVE\ops_analytics\data\master\airport\ora_jdbc_cbo_claim_forward.mas,,,,
ORA_JDBC_CBO_FORWARD,output\EDA\EDASERVE\ops_analytics\data\master\airport\ora_jdbc_cbo_forward.mas,,,,
ORA_JDBC_CBO_FORWARD_TAG,output\EDA\EDASERVE\ops_analytics\data\master\airport\ora_jdbc_cbo_forward_tag.mas,,,,
ORA_JDBC_CBO_PASSENGER_FLIGHT,output\EDA\EDASERVE\ops_analytics\data\master\airport\ora_jdbc_cbo_passenger_flight.mas,,,,
ORA_JDBC_CBO_PASSENGER_LOAD,output\EDA\EDASERVE\ops_analytics\data\master\airport\ora_jdbc_cbo_passenger_load.mas,,,,
otp_dep_targets,output\EDA\EDASERVE\ops_analytics\data\master\airport\otp_dep_targets.mas,,,,
OT_REQUEST,output\EDA\EDASERVE\ops_analytics\data\master\airport\ot_request.mas,,,,
OT_REQUESTWORKGROUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\ot_requestworkgroup.mas,,,,
OVERTIMETYPE,output\EDA\EDASERVE\ops_analytics\data\master\airport\overtimetype.mas,,,,
PASSENGER_FLIGHT,output\EDA\EDASERVE\ops_analytics\data\master\airport\passenger_flight.mas,,,,
PASSENGER_LOAD,output\EDA\EDASERVE\ops_analytics\data\master\airport\passenger_load.mas,,,,
PAWOB_ALL_STATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\pawob_all_station.mas,,,,
pawob_targets,output\EDA\EDASERVE\ops_analytics\data\master\airport\pawob_targets.mas,,,,
PAYGRADETEMPLATE,output\EDA\EDASERVE\ops_analytics\data\master\airport\paygradetemplate.mas,,,,
PAYRATE,output\EDA\EDASERVE\ops_analytics\data\master\airport\payrate.mas,,,,
PLANNEDROSTER,output\EDA\EDASERVE\ops_analytics\data\master\airport\plannedroster.mas,,,,
PMD_NS,output\EDA\EDASERVE\ops_analytics\data\master\airport\pmd_ns.mas,,,,
POSITION,output\EDA\EDASERVE\ops_analytics\data\master\airport\position.mas,,,,
PUNCHEVENT,output\EDA\EDASERVE\ops_analytics\data\master\airport\punchevent.mas,,,,
PUNCHEVENTCHANGE,output\EDA\EDASERVE\ops_analytics\data\master\airport\puncheventchange.mas,,,,
QAPROD_AIRCRAFT,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_aircraft.mas,,,,
qaprod_apu_audit,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_apu_audit.mas,,,,
QAPROD_AREA,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_area.mas,,,,
qaprod_arrivals,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_arrivals.mas,,,,
qaprod_bagdeliv,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_bagdeliv.mas,,,,
qaprod_bagdeliv_PMF,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_bagdeliv_pmf.mas,,,,
qaprod_bagdeliv_scan,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_bagdeliv_scan.mas,,,,
qaprod_bagdeliv_scan_audit_test,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_bagdeliv_scan_audit_test.mas,,,,
qaprod_bagdeliv_scan_load,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_bagdeliv_scan_load.mas,,,,
qaprod_bagdeliv_wf8,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_bagdeliv_wf8.mas,,,,
qaprod_baggage_segregation,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_baggage_segregation.mas,,,,
qaprod_cob_audit,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_cob_audit.mas,,,,
qaprod_condition2,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_condition2.mas,,,,
QAPROD_CUSTWAIT,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_custwait.mas,,,,
QAPROD_DROPOFF,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_dropoff.mas,,,,
qaprod_grooming,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_grooming.mas,,,,
QAPROD_GROOMING_DAILY_AUDITS_V,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_grooming_daily_audits_v.mas,,,,
QAPROD_GROOM_TYPES,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_groom_types.mas,,,,
QAPROD_KIOSK,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_kiosk.mas,,,,
qaprod_lounge,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_lounge.mas,,,,
QAPROD_SIGN_IN,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_sign_in.mas,,,,
QAPROD_STATIONS,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_stations.mas,,,,
qaprod_water_audit,output\EDA\EDASERVE\ops_analytics\data\master\airport\qaprod_water_audit.mas,,,,
qa_personal_grooming,output\EDA\EDASERVE\ops_analytics\data\master\airport\qa_personal_grooming.mas,,,,
QBR_CR_COMPLAINTS_AIRPORTS,output\EDA\EDASERVE\ops_analytics\data\master\airport\qbr_cr_complaints_airports.mas,,,,
QUALIFICATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\qualification.mas,,,,
QUALIFICATIONGROUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\qualificationgroup.mas,,,,
QUALIFICATION_VIEW,output\EDA\EDASERVE\ops_analytics\data\master\airport\qualification_view.mas,,,,
QUALITPL,output\EDA\EDASERVE\ops_analytics\data\master\airport\qualitpl.mas,,,,
RANK,output\EDA\EDASERVE\ops_analytics\data\master\airport\rank.mas,,,,
READERSHIP_REPORT_ATW,output\EDA\EDASERVE\ops_analytics\data\master\airport\readership_report_atw.mas,,,,
REF_AIRPORT_TME,output\EDA\EDASERVE\ops_analytics\data\master\airport\ref_airport_tme.mas,,,,
RULE,output\EDA\EDASERVE\ops_analytics\data\master\airport\rule.mas,,,,
SASM_EMPLOYEE_TASK_VW,output\EDA\EDASERVE\ops_analytics\data\master\airport\sasm_employee_task_vw.mas,,,,
SAUSERMAIL,output\EDA\EDASERVE\ops_analytics\data\master\airport\sausermail.mas,,,,
SAUSERSECURITY,output\EDA\EDASERVE\ops_analytics\data\master\airport\sausersecurity.mas,,,,
SAUSERWORKGROUP,output\EDA\EDASERVE\ops_analytics\data\master\airport\sauserworkgroup.mas,,,,
SA_ANOMALY_TRANSLATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\sa_anomaly_translation.mas,,,,
SA_DBCHK,output\EDA\EDASERVE\ops_analytics\data\master\airport\sa_dbchk.mas,,,,
SA_DM_CONTROL,output\EDA\EDASERVE\ops_analytics\data\master\airport\sa_dm_control.mas,,,,
SA_DM_STATUS,output\EDA\EDASERVE\ops_analytics\data\master\airport\sa_dm_status.mas,,,,
SA_KRONOS_ANOMALY_TRANSLATION,output\EDA\EDASERVE\ops_analytics\data\master\airport\sa_kronos_anomaly_translation.mas,,,,
SA_LOCATION_GROUPING,output\EDA\EDASERVE\ops_analytics\data\master\airport\sa_location_grouping.mas,,,,
